0.0,1013.1750611885062,Pre-pandemic mental and physical health as predictors of COVID-19 vaccine hesitancy: evidence from a UK-wide cohort study.
0.0,1107.6478611884947,A Study Protocol to Explore and Improve Access to Medical Services and Information for Recently Diagnosed Elderly Patients with Cancer in Rural Settings.
0.0,1030.6390834499894,Zero-Inflated Time Series Modelling of COVID-19 Deaths in Ghana.
0.0,1105.8782155077288,Thrombocytopenia including immune thrombocytopenia after receipt of mRNA COVID-19 vaccines reported to the Vaccine Adverse Event Reporting System (VAERS).
0.0,911.1521091189418,The impact of COVID-19 on building the next generation of caregivers focused on care of older adults.
0.0,937.898416589997,Effects of social isolation on a long-term care resident with dementia and depression during the COVID-19 pandemic.
0.0,1007.3881287140335,"Rituals of Containment: Many Pandemics, Body Politics, and Social Dramas During COVID-19 in Pakistan."
0.0,909.0327000281646,Perceptions and Experiences of Frontline Urban Indian Organization Healthcare Workers With Infection Prevention and Control During the COVID-19 Pandemic.
0.0,850.6690251579143,"COVID-19 and Sarcoidosis, Readiness for Vaccination: Challenges and Opportunities."
0.0,1007.7538247812683,Diagnostic Delay of Pulmonary Embolism in COVID-19 Patients.
0.0,980.9876742806205,Distinguishing Coronavirus Disease 2019 Patients From General Surgery Emergency Patients With the CIAAD Scale: Development and Validation of a Prediction Model Based on 822 Cases in China.
0.0,913.3727172388059,Impact of Smoking on Women During the Covid-19 Pandemic.
0.0,1034.2029077145164,Advances in Synthetic Biology and Biosafety Governance.
0.0,978.640482404743,"Occupational Characteristics and Management Measures of Sporadic COVID-19 Outbreaks From June 2020 to January 2021 in China: The Importance of Tracking Down ""Patient Zero""."
0.0,988.7653958775785,"Perceived Social Norms as Determinants of Adherence to Public Health Measures Related to COVID-19 in Bali, Indonesia."
0.0,1088.8542631615187,Electrolyzed Water Generated On-Site as a Promising Disinfectant in the Dental Office During the COVID-19 Pandemic.
0.0,965.5942429346828,Utilization of Inpatient Mental Health Care in the Rhineland During the COVID-19 Pandemic.
0.0,968.366527107552,CRISPR-Based COVID-19 Testing: Toward Next-Generation Point-of-Care Diagnostics.
0.0,972.2639113351474,We are all on the same team: the impact of COVID-19 on small businesses in Canada.
0.0,936.5519035755304,Assessing online learning readiness and perceived stress among first year medical students during COVID-19 pandemic: a multi-country study.
0.0,974.534696810592,Internal medicine residents' and program directors' perception of virtual interviews during COVID-19: a national survey.
0.0,954.946197188741,Changes to pediatric resident medical education during COVID-19.
0.0,881.1948290864932,Pandemic productivity: competitive pressure on medical students during the COVID-19 pandemic.
0.0,977.3098972167525,Virtual education revolution during the COVID-19 pandemic: the introduction of national educational rounds in sport and exercise medicine.
0.0,824.3815121715235,How have digital resources been utilised in times of COVID-19? Opinions of medical students based in the United Kingdom.
0.0,956.9619945700617,Inspiration amidst crisis: e-learning in a medical school of Nepal during COVID-19 pandemic.
0.0,809.1137955056239,Impact of COVID 19 pandemic on the academics and psychology of final year medical students.
0.0,918.169073606154,Cellular Immune Response to COVID-19 and Potential Immune Modulators.
1.0,1218.1663852210265,"Mefloquine, a Potent Anti-severe Acute Respiratory Syndrome-Related Coronavirus 2 (SARS-CoV-2) Drug as an Entry Inhibitor ."
0.0,940.0528025648956,Review: Obesity and COVID-19: A Detrimental Intersection.
0.0,948.9049337611223,Severity of COVID-19 and Treatment Strategy for Patient With Diabetes.
0.0,1056.0561951436582,Case Report: Behavioral Unresponsiveness in Acute COVID-19 Patients: The Utility of the Motor Behavior Tool-Revised and F-FDG PET/CT.
0.0,1086.2010202053393,"Trust in Science, Perceived Vulnerability to Disease, and Adherence to Pharmacological and Non-pharmacological COVID-19 Recommendations."
0.0,1030.9911826191633,Covid-19 and Mental Health: Could Visual Art Exposure Help?
0.0,1030.7735473434602,Navigating the Same Storm but Not in the Same Boat: Mental Health Vulnerability and Coping in Women University Students During the First COVID-19 Lockdown in the UK.
1.0,1153.6108496389024,Clearing the Pathways to Self-Transcendence.
0.0,872.3536507620715,Do Islanders Have a More Reactive Behavioral Immune System? Social Cognitions and Preferred Interpersonal Distances During the COVID-19 Pandemic.
0.0,1013.617198537067,Association of Stress-Related Factors With Anxiety Among Chinese Pregnant Participants in an Online Crisis Intervention During COVID-19 Epidemic.
0.0,907.7609984025904,Cyberchondria Amidst COVID-19 Pandemic: Challenges and Management Strategies.
0.0,891.4890926431387,Psychological Health Issues of Medical Staff During the COVID-19 Outbreak.
0.0,997.7977023773104,Intermittent Hypoxic Preconditioning: A Potential New Powerful Strategy for COVID-19 Rehabilitation.
0.0,882.5962288395846,[Impact of the Covid-19 Pandemic on Admissions for Respiratory Infections in the Pediatric Intensive Care Unit].
0.0,839.7066469794565,[Changes in the ambulatory care of prostate cancer patients during the SARS-CoV-2 pandemic. Literature review and contribution of our group in telematic care.]
0.0,960.8957201820755,Long-term care at home and female work during the COVID-19 pandemic.
0.0,1129.095211478834,Pediatric Inflammatory Multisystem Syndrome (PIMS) - Potential role for cytokines such Is IL-6.
0.0,885.8127001635745,Environmental perspective of COVID-19: Atmospheric and wastewater environment in relation to pandemic.
0.0,977.5763170854194,"Effects of COVID-19 on the environment: An overview on air, water, wastewater, and solid waste."
1.0,1150.063535264474,"Salivette, a relevant saliva sampling device for SARS-CoV-2 detection."
0.0,930.0084325190526,Continuing education in healthcare as a strategy for occupational safety in the context of the COVID-19 pandemic: reflections on the role of community healthcare agents in construction of care.
0.0,969.949922194546,COVID-19: the importance of physical therapy in the recovery of workers' health.
0.0,965.857062824164,Doffing personal protective equipment in times of COVID-19.
0.0,937.6343150682923,COVID-19: risk of ocular transmission in health care professionals.
